Bottom,Left,Right,Heading,Top,Yawlate,LateralAcceleration,Lanemarker
90.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
90.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
90.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.96,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.95,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
89.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.011000000000000001,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.37,-0.2,-4.94,0.045,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.37,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.37,-0.2,-4.94,0.046,0.0
86.0,-0.1,0.08,-0.37,-0.19,-4.94,0.047,0.0
86.0,-0.1,0.08,-0.37,-0.18,-4.94,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.19,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.37,-0.2,-4.93,0.047,0.0
84.0,-0.11,0.07,-0.37,-0.18,-4.93,0.048,0.0
84.0,-0.11,0.07,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.06,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.06,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.06,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.06,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.06,-0.37,-0.2,-4.93,0.048,0.0
84.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.18,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.37,-0.2,-4.93,0.048,0.0
82.0,-0.12,0.06,-0.37,-0.2,-4.93,0.049,0.0
82.0,-0.12,0.06,-0.37,-0.2,-4.93,0.049,0.0
82.0,-0.12,0.06,-0.37,-0.2,-4.93,0.049,0.0
82.0,-0.12,0.06,-0.37,-0.2,-4.93,0.049,0.0
82.0,-0.13,0.06,-0.37,-0.19,-4.92,0.049,0.0
82.0,-0.13,0.06,-0.37,-0.2,-4.92,0.049,0.0
82.0,-0.13,0.06,-0.37,-0.2,-4.92,0.049,0.0
81.0,-0.13,0.05,-0.37,-0.2,-4.92,0.049,0.0
81.0,-0.13,0.05,-0.37,-0.2,-4.92,0.049,0.0
81.0,-0.13,0.05,-0.37,-0.2,-4.92,0.049,0.0
81.0,-0.14,0.05,-0.37,-0.2,-4.92,0.049,0.0
81.0,-0.14,0.05,-0.37,-0.19,-4.92,0.049,0.0
81.0,-0.14,0.05,-0.37,-0.2,-4.92,0.049,0.0
80.0,-0.14,0.05,-0.37,-0.2,-4.92,0.05,0.0
80.0,-0.14,0.05,-0.37,-0.2,-4.92,0.05,0.0
80.0,-0.14,0.05,-0.37,-0.2,-4.92,0.05,0.0
80.0,-0.14,0.05,-0.37,-0.2,-4.92,0.05,0.0
80.0,-0.14,0.05,-0.37,-0.19,-4.92,0.05,0.0
80.0,-0.15,0.05,-0.37,-0.2,-4.92,0.05,0.0
79.0,-0.15,0.05,-0.37,-0.2,-4.92,0.051,0.0
79.0,-0.15,0.04,-0.37,-0.2,-4.92,0.051,0.0
79.0,-0.15,0.04,-0.37,-0.2,-4.92,0.051,0.0
79.0,-0.15,0.04,-0.37,-0.2,-4.92,0.051,0.0
79.0,-0.15,0.04,-0.37,-0.2,-4.92,0.051,0.0
79.0,-0.15,0.04,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.16,0.04,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.16,0.03,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.16,0.03,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.16,0.03,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.17,0.03,-0.37,-0.2,-4.92,0.051,0.0
78.0,-0.17,0.03,-0.37,-0.2,-4.92,0.051,0.0
77.0,-0.17,0.03,-0.37,-0.2,-4.92,0.052000000000000005,0.0
77.0,-0.17,0.03,-0.37,-0.19,-4.92,0.052000000000000005,0.0
77.0,-0.17,0.03,-0.37,-0.2,-4.92,0.052000000000000005,0.0
77.0,-0.17,0.03,-0.37,-0.2,-4.92,0.052000000000000005,0.0
77.0,-0.18,0.02,-0.37,-0.2,-4.92,0.052000000000000005,0.0
76.0,-0.18,0.02,-0.37,-0.19,-4.94,0.053,0.0
76.0,-0.18,0.02,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.02,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.18,-4.94,0.053,0.0
76.0,-0.19,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.2,0.01,-0.37,-0.2,-4.94,0.053,0.0
76.0,-0.2,0.0,-0.37,-0.19,-4.95,0.053,0.0
76.0,-0.2,0.0,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.2,0.0,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.2,0.0,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.2,0.0,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.21,0.0,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.21,-0.01,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.21,-0.01,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.22,-0.01,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.22,-0.02,-0.37,-0.2,-4.95,0.053,0.0
76.0,-0.22,-0.02,-0.37,-0.18,-4.95,0.053,0.0
76.0,-0.22,-0.02,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.22,-0.02,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.22,-0.02,-0.37,-0.18,-4.95,0.053,0.0
75.0,-0.22,-0.02,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.23,-0.03,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.23,-0.03,-0.37,-0.18,-4.95,0.053,0.0
75.0,-0.23,-0.03,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.24,-0.04,-0.37,-0.2,-4.95,0.053,0.0
75.0,-0.24,-0.04,-0.37,-0.19,-4.95,0.053,1.0
75.0,-0.24,-0.04,-0.38,-0.2,-4.96,0.053,1.0
75.0,-0.24,-0.04,-0.37,-0.2,-4.96,0.053,1.0
75.0,-0.24,-0.04,-0.37,-0.18,-4.96,0.053,1.0
75.0,-0.24,-0.04,-0.38,-0.2,-4.96,0.053,1.0
75.0,-0.24,-0.05,-0.38,-0.2,-4.96,0.053,1.0
75.0,-0.25,-0.05,-0.38,-0.18,-4.96,0.053,1.0
75.0,-0.25,-0.05,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.25,-0.05,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.25,-0.05,-0.38,-0.18,-4.96,0.053,1.0
76.0,-0.25,-0.05,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.25,-0.06,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.26,-0.06,-0.38,-0.18,-4.96,0.053,1.0
76.0,-0.26,-0.06,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.26,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.26,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.07,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.08,-0.38,-0.2,-4.96,0.053,1.0
76.0,-0.27,-0.08,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.27,-0.08,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.28,-0.09,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.28,-0.09,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.28,-0.09,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.29,-0.09,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.29,-0.09,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.053,1.0
76.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.053,1.0
77.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.29,-0.1,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.11,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.11,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.11,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.12,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.12,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.12,-0.38,-0.2,-4.97,0.052000000000000005,1.0
77.0,-0.3,-0.12,-0.38,-0.2,-4.97,0.052000000000000005,1.0
78.0,-0.31,-0.12,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.31,-0.12,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.31,-0.13,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.31,-0.13,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.32,-0.13,-0.38,-0.18,-4.98,0.051,1.0
78.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
78.0,-0.32,-0.14,-0.38,-0.19,-4.98,0.051,1.0
78.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.32,-0.14,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.33,-0.15,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.33,-0.15,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.33,-0.15,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.33,-0.15,-0.38,-0.2,-4.98,0.051,1.0
79.0,-0.33,-0.15,-0.38,-0.2,-4.98,0.051,1.0
80.0,-0.34,-0.15,-0.38,-0.19,-4.98,0.05,1.0
80.0,-0.34,-0.16,-0.38,-0.2,-4.98,0.05,1.0
80.0,-0.34,-0.16,-0.38,-0.2,-4.98,0.05,1.0
80.0,-0.34,-0.16,-0.38,-0.2,-4.99,0.05,1.0
80.0,-0.34,-0.16,-0.38,-0.2,-4.99,0.05,1.0
80.0,-0.34,-0.17,-0.38,-0.2,-4.99,0.05,1.0
81.0,-0.34,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.34,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.34,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.34,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.35,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.35,-0.17,-0.38,-0.2,-4.99,0.049,1.0
81.0,-0.35,-0.18,-0.38,-0.2,-4.99,0.049,1.0
82.0,-0.35,-0.18,-0.38,-0.2,-4.99,0.049,1.0
82.0,-0.35,-0.18,-0.38,-0.2,-4.99,0.049,1.0
82.0,-0.35,-0.18,-0.38,-0.2,-4.99,0.049,1.0
82.0,-0.35,-0.19,-0.38,-0.2,-4.99,0.049,1.0
82.0,-0.35,-0.19,-0.38,-0.2,-4.99,0.049,1.0
83.0,-0.35,-0.19,-0.38,-0.2,-4.99,0.048,1.0
83.0,-0.35,-0.19,-0.38,-0.2,-4.99,0.048,1.0
83.0,-0.35,-0.19,-0.38,-0.19,-4.99,0.048,1.0
83.0,-0.35,-0.19,-0.38,-0.2,-4.99,0.048,1.0
83.0,-0.36,-0.19,-0.38,-0.2,-4.99,0.048,1.0
84.0,-0.36,-0.19,-0.38,-0.2,-4.99,0.048,1.0
84.0,-0.36,-0.19,-0.38,-0.2,-4.99,0.048,1.0
84.0,-0.36,-0.19,-0.38,-0.2,-5.0,0.048,1.0
84.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.048,1.0
84.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.048,1.0
85.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.047,1.0
85.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.047,1.0
85.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.047,1.0
85.0,-0.37,-0.19,-0.38,-0.2,-5.0,0.047,1.0
85.0,-0.37,-0.2,-0.38,-0.2,-5.0,0.047,1.0
86.0,-0.37,-0.2,-0.38,-0.2,-5.0,0.047,1.0
86.0,-0.37,-0.2,-0.38,-0.2,-4.98,0.047,1.0
86.0,-0.37,-0.2,-0.38,-0.2,-4.98,0.047,1.0
86.0,-0.37,-0.2,-0.38,-0.18,-4.98,0.047,1.0
86.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.047,1.0
86.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.047,1.0
86.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.047,1.0
87.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.38,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.39,-0.2,-0.38,-0.18,-4.98,0.046,1.0
87.0,-0.39,-0.2,-0.38,-0.2,-4.98,0.046,1.0
87.0,-0.39,-0.2,-0.38,-0.2,-4.98,0.046,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.98,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.98,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
88.0,-0.39,-0.2,-0.38,-0.18,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.38,-0.19,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.97,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
89.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.045,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.95,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
